Date,MMWR_week,Location,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average
06/19/2021,24,OR,9874,4532779,12222,3199,2448211,3922,Admin,9874,12222,7396,2227998,9003
06/19/2021,24,NC,11950,9154321,19882,5294,5102867,8092,Admin,11950,19882,7207,4368904,12733
06/19/2021,24,MS,2139,1992360,3818,1020,1079275,1533,Admin,2139,3819,1192,964725,2410
06/19/2021,24,WV,1597,1452977,3217,711,809772,1282,Admin,1597,3218,944,677303,2079
06/19/2021,24,ND,110,636193,914,68,347923,403,Admin,110,915,61,308068,596
06/19/2021,24,MA,26059,8638077,29618,9797,4781123,9720,Report,26059,29618,17098,4105866,20972
06/19/2021,24,NJ,23490,9725563,27308,9087,5351756,9771,Admin,23490,27309,15352,4706315,18575
06/19/2021,24,UT,88,2759029,12237,34,1533046,4793,Report,88,12237,148,1150451,7823
06/19/2021,24,GA,957,8099160,23296,431,4455585,9660,Report,957,23296,1100,3694880,14670
06/18/2021,24,UT,62,2758941,13631,13,1533012,5325,Report,62,13631,133,1150303,8734
06/18/2021,24,AZ,19308,6689496,16249,7863,3711996,6208,Admin,19308,16250,12481,3139666,10775
06/18/2021,24,RI,4615,1241067,5446,1542,678038,1610,Report,4615,5446,3101,600542,3812
06/18/2021,24,SD,2009,805099,1977,909,437969,892,Report,2009,1977,1189,392995,1218
06/18/2021,24,CO,18239,6119051,15803,6580,3314424,5181,Admin,18239,15804,12294,2948392,11152
06/18/2021,24,DC,2185,834262,3526,870,466178,1449,Report,2185,3526,1283,353664,2101
06/18/2021,24,TN,13865,5123965,22968,5722,2837542,8208,Report,13865,22968,7886,2336454,14798
06/18/2021,24,MH,71,33416,86,16,18441,56,Admin,71,86,60,15664,55
06/18/2021,24,MI,217,9185778,33226,116,4935793,10533,Report,217,33226,472,4540979,23520
06/18/2021,24,NM,10339,2272676,9877,4905,1248333,4077,Report,10339,9877,7606,1084351,6788
06/18/2021,24,RP,0,24408,5,0,13734,5,Report,0,5,0,12523,5
06/18/2021,24,ID,2633,1295187,4260,1107,693049,1470,Report,2633,4260,1743,625534,3219
06/18/2021,24,NV,8126,2733726,7200,3419,1525336,2848,Admin,8126,7201,5399,1281992,4951
06/18/2021,24,NC,23361,9142371,21027,10443,5097573,8385,Admin,23361,21028,14261,4361697,13590
06/18/2021,24,MN,12563,5832877,12250,4418,3180237,3632,Admin,12563,12250,8696,2881150,9109
06/18/2021,24,WA,32328,8273921,41044,11034,4550656,14293,Report,32328,41044,22620,3973659,28440
06/18/2021,24,LA,8483,3255498,12413,3718,1772018,4642,Report,8483,12413,5191,1557517,8365
06/18/2021,24,MH,0,31420,74,0,17040,27,Report,0,74,0,14711,48
06/18/2021,24,ME,4495,1577123,5980,1507,874489,1686,Report,4495,5980,3228,800614,4513
06/18/2021,24,MD,19517,6796318,19317,7273,3685483,6213,Admin,19517,19318,12823,3320254,13664
06/18/2021,24,WA,29003,8498877,25484,11418,4624250,8811,Admin,29003,25484,19126,4103887,17962
06/18/2021,24,AK,1325,637512,1428,559,352229,621,Report,1325,1428,876,303696,929
06/18/2021,24,CO,13593,5992415,22316,5573,3276241,7432,Report,13593,22316,8378,2855798,15328
06/18/2021,24,OH,34681,10438706,36459,11182,5625491,11211,Report,34681,36459,23963,5056391,26074
06/18/2021,24,GA,884,8098203,23303,355,4455154,9662,Report,884,23303,1103,3693780,14692
06/18/2021,24,WV,1941,1375056,3297,683,761148,1310,Report,1941,3297,1637,645678,2282
06/18/2021,24,CT,9673,4363492,10647,3759,2367709,3444,Admin,9673,10648,6407,2136769,7682
06/18/2021,24,AL,9642,3318512,7865,4829,1873493,3442,Admin,9642,7865,5324,1543742,4783
06/18/2021,24,RP,0,24408,4,0,13734,5,Admin,0,5,0,12436,4
06/18/2021,24,DE,4146,1001204,3963,1375,566870,1262,Report,4146,3963,2869,460947,2758
06/18/2021,24,TN,13956,5416796,11426,5093,2926633,4051,Admin,13956,11426,9298,2567684,7733
06/18/2021,24,CA,132361,42397335,112388,57712,24152851,45395,Admin,132361,112389,81933,19467263,72972
06/18/2021,24,OR,16244,4405722,21668,5150,2410501,6595,Report,16244,21668,11883,2150380,15952
06/18/2021,24,OK,25023,3177292,23576,7905,1766332,9702,Report,25023,23576,17080,1464988,14219
06/18/2021,24,VA,64758,8972583,39585,21849,4930781,12985,Report,64758,39585,43610,4252041,27165
06/18/2021,24,PA,36007,13931365,32745,14154,8049738,12200,Admin,36007,32746,23363,6336401,21950
06/18/2021,24,FL,63964,20805344,60029,29412,11522370,25524,Admin,63964,60030,40121,9806163,39566
06/18/2021,24,KS,5345,2427645,6482,2113,1353549,2452,Report,5345,6482,3768,1185143,4634
06/18/2021,24,LTC,1741,7871635,1766,1107,4641901,-38249,Report,1741,1766,0,0,0
06/18/2021,24,AZ,18365,6311129,22986,8257,3596003,9863,Report,18365,22986,10649,2819329,13692
06/18/2021,24,SD,1374,811629,1309,688,440955,631,Admin,1374,1310,791,395083,764
06/18/2021,24,LTC,1042,7871051,1248,676,4648321,824,Admin,1042,1249,468,3186287,745
06/18/2021,24,GA,24961,8321776,21809,11233,4538303,9766,Admin,24961,21810,14488,3824730,12744
06/18/2021,24,MD,27180,6640011,37514,10055,3627801,12912,Report,27180,37514,17468,3236719,25290
06/18/2021,24,US,898587,325207498,826870,366618,179737454,309184,Admin,898587,826871,578393,154219654,558943
06/18/2021,24,PR,10203,3747038,10247,3639,2075571,3635,Admin,10203,10247,6986,1768947,6973
06/18/2021,24,MS,5076,1861193,5450,2278,1054042,2289,Report,5076,5450,2986,858625,3374
06/18/2021,24,VI,315,75750,283,163,41868,130,Report,315,283,198,33784,166
06/18/2021,24,PR,22520,2995612,19194,9461,1742064,8340,Report,22520,19194,13633,1353540,11590
06/18/2021,24,AK,1593,668678,1185,602,364852,494,Admin,1593,1185,1091,320411,802
06/18/2021,24,ND,1049,636083,918,447,347855,405,Admin,1049,919,670,308007,599
06/18/2021,24,OK,6905,3227938,6196,2944,1785118,2591,Admin,6905,6197,4235,1520693,3823
06/18/2021,24,NH,2938,1525391,3002,858,829191,798,Admin,2938,3002,2268,738336,2325
06/18/2021,24,AR,5578,2173705,6155,2348,1233567,2541,Report,5578,6155,3456,997306,3918
06/18/2021,24,IA,8206,2972204,8161,2698,1599960,2552,Report,8206,8161,5809,1470395,6058
06/18/2021,24,VA,24539,9129045,25867,9144,4985208,8232,Admin,24539,25867,16166,4347981,18327
06/18/2021,24,VT,1262,853197,1728,500,471974,497,Admin,1262,1728,891,417919,1365
06/18/2021,24,IL,31608,12884794,33854,14348,7398918,14436,Admin,31608,33855,18510,5710673,20603
06/18/2021,24,TX,77756,25328866,71313,31981,14158809,28042,Admin,77756,71314,49943,12062879,46956
06/18/2021,24,NJ,30009,9799660,43157,11636,5473910,14544,Report,30009,43157,20240,4788682,29651
06/18/2021,24,AS,2,45746,131,0,25174,76,Admin,2,131,2,20650,63
06/18/2021,24,IA,7015,3011042,5783,2438,1611899,1918,Admin,7015,5783,4986,1501630,4226
06/18/2021,24,MP,198,53041,224,108,28279,103,Admin,198,225,93,25097,126
06/18/2021,24,WI,14662,5743485,17581,5163,3094674,5241,Report,14662,17581,10309,2763945,11942
06/18/2021,24,HI,4255,1662647,3191,1343,976412,968,Admin,4255,3192,3071,719390,2355
06/18/2021,24,MO,69556,4990217,27510,18922,2747497,8025,Report,69556,27510,51695,2324188,20173
06/18/2021,24,ID,2486,1320104,2128,1050,701182,864,Admin,2486,2129,1634,638021,1483
06/18/2021,24,PA,55956,13535439,57162,25273,7867629,23426,Report,55956,57162,31979,6149476,35714
06/18/2021,24,NC,19206,8480489,21012,7721,4692553,5469,Report,19206,21012,12951,4022454,16522
06/18/2021,24,MA,18669,8742963,21037,6666,4808957,6541,Admin,18669,21037,12641,4184172,15195
06/18/2021,24,NY,66321,21528114,61909,26126,11574838,22053,Admin,66321,61909,43823,10370329,43185
06/18/2021,24,CT,11866,4288566,16690,4427,2344634,5215,Report,11866,16690,8032,2083664,11982
06/18/2021,24,MA,23515,8612018,30459,7996,4771326,10116,Report,23515,30459,16327,4088768,21540
06/18/2021,24,MP,294,52774,272,144,28129,115,Report,294,272,156,25000,162
06/18/2021,24,GU,86,177118,1112,37,97195,422,Report,86,1112,59,82589,720
06/18/2021,24,WY,1740,412024,1098,790,228154,490,Report,1740,1098,1050,193632,687
06/18/2021,24,MN,17104,5712582,20094,5071,3145922,5641,Report,17104,20094,12557,2807936,15055
06/18/2021,24,MO,11394,5061203,10489,5110,2771441,3975,Admin,11394,10490,6852,2421454,7016
06/18/2021,24,NM,5100,2370035,7028,2231,1296948,3149,Admin,5100,7028,3160,1128135,5084
06/18/2021,24,MI,20811,9395647,20722,7497,4989433,6502,Admin,20811,20722,14054,4560850,14869
06/18/2021,24,KS,5813,2549824,4667,2379,1412885,1812,Admin,5813,4668,3759,1199720,3096
06/18/2021,24,IL,39161,12496568,59830,18037,7266921,23758,Report,39161,59830,22414,5560938,38630
06/18/2021,24,ND,1108,632342,1208,524,346521,503,Report,1108,1208,662,289693,773
06/18/2021,24,AS,379,45025,188,233,24758,108,Report,379,188,170,20419,94
06/18/2021,24,AL,1047,3254330,25126,427,1843578,14879,Report,1047,25126,864,1546983,11155
06/18/2021,24,IN,16230,5444218,24822,6717,2954494,8028,Report,16230,24822,9840,2604370,17190
06/18/2021,24,HI,4234,1653891,4114,1574,972941,1473,Report,4234,4114,2933,715303,2940
06/18/2021,24,OR,13541,4522905,13477,4556,2445012,4098,Admin,13541,13478,9686,2220602,10128
06/18/2021,24,NH,481,1491368,3755,248,816951,940,Report,481,3755,320,739161,2914
06/18/2021,24,VT,2242,832904,4027,868,464539,919,Report,2242,4027,1407,396281,3286
06/18/2021,24,GU,1183,185813,728,466,100365,267,Admin,1183,728,776,88119,495
06/18/2021,24,TX,102487,24837998,125360,43607,13999591,51802,Report,102487,125360,62517,11394211,76772
06/18/2021,24,SC,11028,4005344,15003,4380,2211689,6002,Report,11028,15003,6814,1884580,9421
06/18/2021,24,MT,1277,937121,1304,558,508946,549,Admin,1277,1304,817,455570,868
06/18/2021,24,VI,129,76523,180,72,42270,89,Admin,129,181,58,34965,100
06/18/2021,24,DE,2631,1029814,2725,979,574288,879,Admin,2631,2725,1773,492532,1940
06/18/2021,24,NE,5009,1785078,5495,1575,961962,1818,Report,5009,5495,3441,873204,3765
06/18/2021,24,KY,14190,3880738,18369,5775,2151538,6358,Report,14190,18369,8919,1866176,12767
06/18/2021,24,MT,2068,917101,2615,842,502735,980,Report,2068,2615,1334,442031,1767
06/18/2021,24,SC,11157,4132633,9457,5141,2266932,3859,Admin,11157,9457,6974,1966045,6138
06/18/2021,24,FM,322,49355,239,254,29067,176,Admin,322,240,134,24382,171
06/18/2021,24,NV,10476,2667757,11071,4203,1496013,4742,Report,10476,11071,7192,1233520,7074
06/18/2021,24,FM,154,48191,310,88,28200,221,Report,154,310,121,23642,220
06/18/2021,24,US,1079390,316048776,1362712,422389,176290249,504557,Report,1079390,1362712,700418,148459003,909067
06/18/2021,24,WY,1129,424882,645,471,233384,277,Admin,1129,645,728,204483,418
06/18/2021,24,LA,7548,3347233,6820,3327,1811792,2892,Admin,7548,6820,4644,1642324,4373
06/18/2021,24,AR,5973,2243252,4477,2720,1266261,1912,Admin,5973,4477,3545,1032031,2803
06/18/2021,24,UT,8977,2811373,7470,3730,1578057,2740,Admin,8977,7471,5716,1347571,5030
06/18/2021,24,WI,13148,5894659,11202,4947,3125519,3734,Admin,13148,11202,8900,2891272,8023
06/18/2021,24,OH,24505,10622890,23080,7951,5673370,6844,Admin,24505,23081,17570,5240516,17193
06/18/2021,24,NJ,30715,9702073,28743,11917,5342669,10020,Admin,30715,28743,19896,4690963,19775
06/18/2021,24,DC,1530,863979,1634,692,477505,700,Admin,1530,1635,873,404184,985
06/18/2021,24,CA,147455,41189877,175824,65387,23585187,66948,Report,147455,175824,89315,18840554,115829
06/18/2021,24,FL,73770,20276370,112289,30620,11364264,42835,Report,73770,112289,46549,9348774,76325
06/18/2021,24,RI,3594,1264602,3195,1166,686002,967,Admin,3594,3195,2492,621117,2290
06/18/2021,24,ME,3505,1607924,3507,1173,882795,1059,Admin,3505,3507,2533,816922,2677
06/18/2021,24,WV,3545,1451380,3408,1554,809061,1303,Admin,3545,3408,2153,676359,2255
06/18/2021,24,IN,15136,5732276,13585,5831,3027206,4887,Admin,15136,13585,10016,2810622,9275
06/18/2021,24,NY,57421,21067193,90504,21894,11429974,32678,Report,57421,90504,38188,10028384,61447
06/18/2021,24,NE,3994,1848863,3631,1584,985667,1229,Admin,3994,3632,2547,906952,2488
06/18/2021,24,MS,4834,1990221,3925,2016,1078255,1559,Admin,4834,3926,2952,963533,2491
06/18/2021,24,KY,10805,3955867,9362,4598,2175017,3541,Admin,10805,9362,7106,1913431,6347
06/17/2021,24,ND,1708,635034,947,706,347408,412,Admin,1708,948,1193,307337,622
06/17/2021,24,ID,2780,1317618,2223,1149,700132,890,Admin,2780,2224,1976,636387,1577
06/17/2021,24,MA,21375,8724294,22527,7286,4802291,6779,Admin,21375,22527,14927,4171531,16497
06/17/2021,24,AZ,16795,6670188,17265,6960,3704133,6572,Admin,16795,17265,10758,3127185,11431
06/17/2021,24,RI,2961,1261008,3381,1067,684836,994,Admin,2961,3381,1982,618625,2454
06/17/2021,24,MO,11302,5049809,10203,4884,2766331,3752,Admin,11302,10203,7170,2414602,6907
06/17/2021,24,IL,33615,12853186,36226,14373,7384570,15264,Admin,33615,36226,20757,5692163,22210
06/17/2021,24,WA,85427,8241593,41333,26920,4539622,14424,Report,85427,41333,61381,3951039,28570
06/17/2021,24,FM,189,48037,314,99,28112,221,Report,189,314,139,23521,221
06/17/2021,24,US,2054216,314969386,1325967,814459,175867860,492036,Report,2054216,1325967,1302461,147758585,882190
06/17/2021,24,HI,3004,1658392,2948,1098,975069,900,Admin,3004,2949,2058,716319,2176
06/17/2021,24,CT,9727,4353819,11346,3655,2363950,3507,Admin,9727,11346,6579,2130362,8312
06/17/2021,24,OK,6926,3221033,6489,3219,1782174,2691,Admin,6926,6490,4028,1516458,4033
06/17/2021,24,CO,21038,5978822,24715,7567,3270668,8100,Report,21038,24715,13664,2847420,16961
06/17/2021,24,IA,11200,2963998,7010,3790,1597262,2184,Report,11200,7010,7959,1464586,5237
06/17/2021,24,RP,29,24408,6,29,13734,6,Report,29,6,29,12523,5
06/17/2021,24,WV,4552,1447835,3603,1875,807507,1348,Admin,4552,3603,2903,674206,2422
06/17/2021,24,DC,5629,832077,3214,2756,465308,1325,Report,5629,3214,2656,352381,1933
06/17/2021,24,OK,25306,3152269,20040,7881,1758427,8589,Report,25306,20040,17500,1447908,11809
06/17/2021,24,FM,317,49033,268,236,28813,180,Admin,317,268,267,24248,216
06/17/2021,24,SD,1580,810255,1377,745,440267,676,Admin,1580,1377,960,394292,789
06/17/2021,24,SC,10204,4121476,9787,4250,2261791,3860,Admin,10204,9788,6485,1959071,6403
06/17/2021,24,OH,46830,10404025,31506,11601,5614309,9613,Report,46830,31506,35688,5032428,22683
06/17/2021,24,IL,124926,12457407,54273,52556,7248884,21202,Report,124926,54273,75294,5538524,35489
06/17/2021,24,TX,74860,25251110,74999,30155,14126828,29122,Admin,74860,74999,49031,12012936,49758
06/17/2021,24,NJ,29574,9671358,30232,10713,5330752,10469,Admin,29574,30232,19997,4671067,20871
06/17/2021,24,AR,6251,2168127,5359,2782,1231219,2206,Report,6251,5359,3805,993850,3427
06/17/2021,24,AR,5749,2237279,4580,2448,1263541,1936,Admin,5749,4581,3832,1028486,2884
06/17/2021,24,MN,14175,5820314,13369,4622,3175819,3739,Admin,14175,13369,10144,2872454,10149
06/17/2021,24,CA,117139,42264974,116633,51535,24095139,45656,Admin,117139,116634,73271,19385330,76778
06/17/2021,24,ID,7616,1292554,3888,3007,691942,1313,Report,7616,3888,5227,623791,2992
06/17/2021,24,GU,3102,177032,1100,1373,97158,417,Report,3102,1100,1812,82530,712
06/17/2021,24,GA,158050,8097319,23177,65698,4454799,9611,Report,158050,23177,95780,3692677,14561
06/17/2021,24,UT,8669,2802396,8033,3476,1574327,2748,Admin,8669,8033,5484,1341855,5588
06/17/2021,24,NE,4203,1844869,3799,1461,984083,1244,Admin,4203,3799,2826,904405,2646
06/17/2021,24,TN,12209,5402840,11971,4757,2921540,4214,Admin,12209,11971,8062,2558386,8160
06/17/2021,24,NJ,40678,9769651,47338,14398,5462274,16203,Report,40678,47338,30534,4768442,32164
06/17/2021,24,MI,75985,9185561,33234,22369,4935677,10527,Report,75985,33234,54990,4540507,23499
06/17/2021,24,MO,33832,4920661,17575,12710,2728575,5323,Report,33832,17575,21603,2272493,12819
06/17/2021,24,PA,33194,13895358,34723,13466,8035584,12699,Admin,33194,34723,21210,6313038,23494
06/17/2021,24,WY,862,423753,686,405,232913,287,Admin,862,686,552,203755,450
06/17/2021,24,NM,12264,2364935,7378,6387,1294717,3226,Admin,12264,7378,9239,1124975,5358
06/17/2021,24,FL,207386,20202600,101751,81326,11333644,38462,Report,207386,101751,131363,9302225,69746
06/17/2021,24,NY,61852,21461793,64422,23543,11548712,22407,Admin,61852,64422,41764,10326506,45456
06/17/2021,24,NV,7531,2725600,7520,2847,1521917,2950,Admin,7531,7521,5284,1276593,5143
06/17/2021,24,MT,1702,935844,1476,758,508388,585,Admin,1702,1476,1106,454753,1014
06/17/2021,24,IA,5757,3004027,6300,2004,1609461,1965,Admin,5757,6301,4247,1496644,4703
06/17/2021,24,TX,176943,24735511,126916,76815,13955984,52421,Report,176943,126916,103279,11331694,77797
06/17/2021,24,NC,21043,8461283,19480,8064,4684832,4758,Report,21043,19480,14464,4009503,15526
06/17/2021,24,PA,112902,13479483,56491,43559,7842356,24287,Report,112902,56491,72442,6117497,34189
06/17/2021,24,SC,14724,3994316,13427,6248,2207309,5376,Report,14724,13427,9850,1877766,8462
06/17/2021,24,WY,146,410284,855,85,227364,380,Report,146,855,186,192582,545
06/17/2021,24,MT,7208,915033,2322,2814,501893,861,Report,7208,2322,4651,440697,1580
06/17/2021,24,OH,24258,10598385,24956,7810,5665419,7162,Admin,24258,24957,17607,5222946,18825
06/17/2021,24,AS,52,45744,155,35,25174,89,Admin,52,155,23,20648,76
06/17/2021,24,VI,313,76394,207,151,42198,98,Admin,313,208,187,34907,119
06/17/2021,24,NH,3964,1490887,4807,1223,816703,1048,Report,3964,4807,3014,738841,3332
06/17/2021,24,LA,9808,3247015,11205,4434,1768300,4111,Report,9808,11205,6073,1552326,7632
06/17/2021,24,US,869252,324308911,870478,348642,179370836,318215,Admin,869252,870478,571477,153641261,594545
06/17/2021,24,AK,1238,667085,1271,576,364250,551,Admin,1238,1271,823,319320,845
06/17/2021,24,MS,4859,1985387,4147,1918,1076239,1587,Admin,4859,4147,3091,960581,2693
06/17/2021,24,MP,216,52480,264,81,27985,109,Report,216,264,137,24844,161
06/17/2021,24,WI,34183,5728823,15581,8253,3089511,4534,Report,34183,15581,21352,2753636,10542
06/17/2021,24,ME,9898,1572628,5337,2687,872982,1470,Report,9898,5337,7564,797386,4058
06/17/2021,24,AS,0,44646,178,0,24525,100,Report,0,178,0,20249,94
06/17/2021,24,LTC,2379,7870009,1311,1622,4647645,852,Admin,2379,1312,1480,3185819,800
06/17/2021,24,KY,35850,3866548,16502,11410,2145763,5614,Report,35850,16502,25759,1857257,11595
06/17/2021,24,HI,4244,1649657,4147,1439,971367,1504,Report,4244,4147,3165,712370,2938
06/17/2021,24,PR,11844,3736835,11153,4302,2071932,4000,Admin,11844,11153,7717,1761961,7483
06/17/2021,24,GU,773,184630,754,341,99899,281,Admin,773,754,477,87343,504
06/17/2021,24,AL,111481,3253283,27005,75583,1843151,15681,Report,111481,27005,37615,1546119,12269
06/17/2021,24,MD,19862,6776801,20360,7438,3678210,6423,Admin,19862,20361,13014,3307431,14556
06/17/2021,24,WA,25987,8469874,26995,9910,4612832,9177,Admin,25987,26995,17572,4084761,19222
06/17/2021,24,OR,12783,4509364,14166,4090,2440456,4300,Admin,12783,14166,9350,2210916,10669
06/17/2021,24,MP,307,52843,237,154,28171,100,Admin,307,237,158,25004,141
06/17/2021,24,FL,59248,20741380,62561,27071,11492958,26136,Admin,59248,62561,37544,9766042,41701
06/17/2021,24,MN,20739,5695478,17657,6221,3140851,4920,Report,20739,17657,15025,2795379,13287
06/17/2021,24,DE,6571,997058,3972,2219,565495,1257,Report,6571,3972,4439,458078,2742
06/17/2021,24,GA,23447,8296815,22706,9800,4527070,9986,Admin,23447,22706,14529,3810242,13515
06/17/2021,24,NE,10033,1780069,4780,2996,960387,1593,Report,10033,4780,7095,869763,3278
06/17/2021,24,SD,3214,803090,1937,1624,437060,873,Report,3214,1937,1800,391806,1193
06/17/2021,24,CT,15623,4276700,14995,5182,2340207,4583,Report,15623,14995,11415,2075632,10872
06/17/2021,24,DE,3027,1027183,2945,1112,573309,921,Admin,3027,2945,2056,490759,2119
06/17/2021,24,NM,9445,2262337,9357,4345,1243428,3771,Report,9445,9357,6715,1076745,6353
06/17/2021,24,KS,5932,2544011,4892,2415,1410506,1878,Admin,5932,4892,3892,1195961,3265
06/17/2021,24,MH,187,33345,90,128,18425,65,Admin,187,90,100,15604,54
06/17/2021,24,NV,7474,2657281,11243,3074,1491810,4901,Report,7474,11243,5086,1226328,7073
06/17/2021,24,KY,10478,3945062,9904,4071,2170419,3639,Admin,10478,9904,7000,1906325,6780
06/17/2021,24,VI,312,75435,270,149,41705,125,Report,312,270,181,33586,151
06/17/2021,24,VT,1693,851935,1889,508,471474,519,Admin,1693,1890,1326,417028,1515
06/17/2021,24,VA,26036,9104506,27902,9310,4976064,8523,Admin,26036,27903,17474,4331815,19885
06/17/2021,24,TN,21360,5110100,20987,8719,2831820,7391,Report,21360,20987,12148,2328568,13683
06/17/2021,24,AZ,55755,6292764,24257,23749,3587746,10556,Report,55755,24257,32753,2808680,14237
06/17/2021,24,NH,2967,1522453,3311,828,828333,839,Admin,2967,3311,2256,736068,2595
06/17/2021,24,NC,22611,9119010,22146,9786,5087130,8612,Admin,22611,22146,13978,4347436,14453
06/17/2021,24,KS,8727,2422300,6694,3581,1351436,2574,Report,8727,6694,5737,1181375,4679
06/17/2021,24,WV,1862,1373115,3296,546,760465,1277,Report,1862,3296,1584,644041,2272
06/17/2021,24,AL,8819,3308870,8105,4451,1868664,3406,Admin,8819,8106,4964,1538418,5085
06/17/2021,24,NY,97593,21009772,99589,37750,11408080,36706,Report,97593,99589,61381,9990196,66688
06/17/2021,24,MI,20966,9374836,22071,7642,4981936,6868,Admin,20966,22071,14091,4546796,15885
06/17/2021,24,MH,0,31420,74,0,17040,27,Report,0,74,0,14711,48
06/17/2021,24,ND,1581,631234,1322,734,345997,533,Report,1581,1322,999,289031,845
