Date,MMWR_week,Location,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average
05/07/2021,18,US,2805581,254779333,2088522,954294,150416559,788853,Report,2805581,2088522,1948293,110874920,1352514
05/07/2021,18,AZ,40278,5733077,33763,13027,3290097,11613,Admin,40278,33763,29202,2562481,23637
05/07/2021,18,SC,24649,3593722,22022,8099,2016864,7285,Admin,24649,22023,17453,1644699,15634
05/07/2021,18,ME,11997,1324203,11048,3379,778819,3319,Admin,11997,11048,9424,621762,8756
05/07/2021,18,MA,102249,6690804,73708,40378,4080959,32014,Report,102249,73708,62684,2808123,43066
05/07/2021,18,KY,24493,3433491,18554,8586,1923364,6040,Admin,24493,18555,17360,1609135,13347
05/07/2021,18,US,2458781,272263543,2071531,802832,157415138,703112,Admin,2458781,2071532,1737808,121290880,1439387
05/07/2021,18,DC,8335,730603,6583,1712,428733,1784,Admin,8335,6584,6634,316987,4909
05/07/2021,18,SD,4165,724482,3614,874,399560,867,Report,4165,3614,3423,345389,2944
05/07/2021,18,GA,128303,6680976,53555,42986,3844479,17076,Report,128303,53555,86729,2850374,37026
05/07/2021,18,SD,3098,738184,2985,816,403781,760,Admin,3098,2985,2443,353988,2338
05/07/2021,18,WV,6653,1203805,4341,2061,653422,1186,Report,6653,4341,5102,567054,3322
05/07/2021,18,FL,191310,16084479,132080,68225,9477356,56630,Report,191310,132080,127865,6792148,81063
05/06/2021,18,GA,60472,7100505,57269,19864,3995176,18704,Admin,60472,57269,41676,3107093,39606
05/06/2021,18,MI,75850,7449790,60841,24974,4268588,20515,Report,75850,60841,54191,3413191,42101
05/06/2021,18,NH,0,1159614,3044,0,816434,2378,Report,0,3044,0,411500,1117
05/06/2021,18,DE,80,793463,6439,36,478106,2286,Report,80,6439,267,338973,4229
05/06/2021,18,OR,50851,3514522,38190,19642,2077360,15932,Admin,50851,38191,33015,1531408,23627
05/06/2021,18,KS,14930,2085350,12605,4982,1206781,3858,Report,14930,12605,10807,970096,9669
05/06/2021,18,NJ,74123,7800377,71104,24753,4563094,24181,Admin,74123,71105,52398,3498000,49534
05/06/2021,18,LA,78732,2812519,14905,27472,1567755,5430,Report,78732,14905,50768,1303293,9439
05/06/2021,18,NC,52118,7318598,61484,14385,4232879,16494,Report,52118,61484,38736,3281376,45625
05/06/2021,18,KY,19619,3408998,18508,7145,1914778,6106,Admin,19619,18509,13702,1591775,13094
05/06/2021,18,WI,46385,5079711,34972,11794,2801286,9530,Admin,46385,34972,35882,2359895,26398
05/06/2021,18,MT,4956,835115,4294,1465,461196,1241,Admin,4956,4295,3822,392212,3311
05/06/2021,18,IA,23804,2587560,18609,5460,1450889,4734,Admin,23804,18609,19128,1216777,14409
05/06/2021,18,SD,4121,720317,4059,1003,398686,954,Report,4121,4059,3257,341966,3310
05/06/2021,18,NY,152686,17608999,148730,47156,9946410,48900,Admin,152686,148731,111288,7886508,103587
05/06/2021,18,MS,10368,1775057,8092,3540,979960,2649,Admin,10368,8093,7009,838870,5577
05/06/2021,18,ND,4137,581690,1978,1402,320875,672,Admin,4137,1979,3004,276198,1401
05/06/2021,18,CA,365014,34609038,298569,111799,21069284,107896,Admin,365014,298570,262328,14514753,198378
05/06/2021,18,NE,16637,1610485,11121,3144,890674,2728,Admin,16637,11122,13812,756347,8579
05/06/2021,18,AK,2311,567031,2358,1031,312765,899,Report,2311,2358,1304,265869,1551
05/06/2021,18,NC,54416,7887417,49709,16918,4519685,15214,Admin,54416,49710,39664,3629368,36340
05/06/2021,18,AL,2255,2673181,16178,747,1572626,5610,Report,2255,16178,2239,1201303,11422
05/06/2021,18,TX,170439,19690275,152584,54332,11689579,52807,Report,170439,152584,117844,8365487,101556
05/06/2021,18,MT,5671,783615,4747,1971,443410,1686,Report,5671,4747,3839,359511,3164
05/06/2021,18,SC,28740,3357973,21308,10345,1932825,7531,Report,28740,21308,19327,1488726,14533
05/06/2021,18,NJ,76886,7677602,65780,28264,4577805,24600,Report,76886,65780,53076,3462111,44562
05/06/2021,18,IL,88777,10597477,77712,34166,6301611,30666,Admin,88777,77713,56800,4451171,48620
05/06/2021,18,PA,113884,10644951,101947,51072,6574989,48131,Report,113884,101947,69519,4433300,57999
05/06/2021,18,VI,388,66053,358,191,37089,139,Admin,388,359,197,29284,223
05/06/2021,18,AS,169,40324,153,90,22366,66,Admin,169,153,88,17887,88
05/06/2021,18,WA,72851,6609098,61718,29129,3888937,27688,Admin,72851,61718,46608,2864970,35991
05/06/2021,18,PR,37873,2932230,28688,13611,1766527,11610,Admin,37873,28689,24842,1251445,17494
05/06/2021,18,UT,17778,2243163,18155,6861,1316311,7315,Report,17778,18155,11436,827388,11127
05/06/2021,18,NE,13832,1484345,10229,3440,845539,2459,Report,13832,10229,10548,681718,7920
05/06/2021,18,WI,44517,4830952,35797,11843,2736177,10977,Report,44517,35797,32106,2183603,24526
05/06/2021,18,ID,8649,1172553,6686,2557,637465,2247,Admin,8649,6687,6555,541088,4723
05/06/2021,18,NM,20446,2031608,12494,4595,1140497,3629,Admin,20446,12495,16337,923095,9147
05/06/2021,18,SD,4811,735086,3201,1202,402965,838,Admin,4811,3201,3828,351545,2505
05/06/2021,18,FM,373,36322,255,121,21260,145,Report,373,255,284,15260,144
05/06/2021,18,PR,36076,2042436,27365,18670,1265215,15173,Report,36076,27365,18805,852404,13090
05/06/2021,18,FL,161007,17090339,146441,49180,9823892,50530,Admin,161007,146441,118158,7488701,103595
05/06/2021,18,VI,1019,64680,440,415,36427,186,Report,1019,440,590,27803,259
05/06/2021,18,AR,12533,1980689,10412,3701,1144940,3400,Admin,12533,10413,9102,878774,7222
05/06/2021,18,LTC,3220,7805959,1598,2421,4609106,1121,Admin,3220,1599,1073,3148729,577
05/06/2021,18,US,2477106,269804762,2127802,792539,156612306,747313,Admin,2477106,2127802,1766575,119553072,1449006
05/06/2021,18,OH,70272,9145046,56861,18383,5043886,16739,Admin,70272,56862,53768,4324088,41659
05/06/2021,18,FL,171293,15893169,125626,80922,9409131,55463,Report,171293,125626,111214,6664283,75440
05/06/2021,18,ND,2053,571481,1947,836,318258,718,Report,2053,1947,1186,255367,1183
05/06/2021,18,DC,8102,722268,6639,2161,427021,2038,Admin,8102,6639,6193,310353,4712
05/06/2021,18,ME,13061,1247314,11678,4849,751678,4603,Report,13061,11678,8939,573346,7987
05/06/2021,18,AZ,43203,5259733,33626,18113,3098507,13537,Report,43203,33626,26014,2222457,20623
05/06/2021,18,OR,31726,3239343,33166,15029,1946402,16105,Report,31726,33166,18252,1391319,18092
05/06/2021,18,MA,92636,6588555,71627,40918,4040581,32526,Report,92636,71627,54273,2745439,40503
05/06/2021,18,CT,37006,3565598,32298,8464,2070820,9719,Admin,37006,32299,29735,1604365,23462
05/06/2021,18,RP,0,20458,69,0,12707,69,Report,0,69,1,9011,50
05/06/2021,18,IN,45698,4774688,39492,13084,2668116,11494,Admin,45698,39493,33610,2177359,28793
05/06/2021,18,ME,13068,1312206,11786,4295,775440,3698,Admin,13068,11786,9954,612338,9160
05/06/2021,18,DE,7266,853702,7041,3172,500374,2553,Admin,7266,7041,4265,384550,4773
05/06/2021,18,IL,111037,9859955,74901,41957,6007363,33598,Report,111037,74901,72322,4097876,43971
05/06/2021,18,CO,61932,4711738,46177,21211,2767135,14696,Report,61932,46177,42347,2045903,31654
05/06/2021,18,NH,14953,1236559,13560,4815,737822,4908,Admin,14953,13560,10665,531331,9127
05/06/2021,18,CO,49936,4988066,47394,13123,2872611,13055,Admin,49936,47394,38295,2222518,35250
05/06/2021,18,LTC,1639,7805656,1485,1315,4874704,1089,Report,1639,1485,0,0,0
05/06/2021,18,ID,8056,1116681,7106,2988,618208,2519,Report,8056,7106,5223,508582,4700
05/06/2021,18,AS,0,39268,133,0,21866,64,Report,0,133,0,17399,69
05/06/2021,18,OK,13634,2750458,11952,4918,1573074,4248,Report,13634,11952,9412,1218612,8069
05/06/2021,18,GA,1952,6552673,47809,1124,3801493,14373,Report,1952,47809,1943,2763645,33728
05/06/2021,18,MS,865,1626229,8686,571,939638,3504,Report,865,8686,671,729619,5309
05/06/2021,18,HI,6675,1395671,7744,2916,839341,3388,Admin,6675,7744,3977,581050,4500
05/06/2021,18,MO,38380,4417957,28275,7730,2490380,7354,Admin,38380,28275,31590,2031518,21794
05/06/2021,18,KS,15088,2253045,12847,4335,1274047,3876,Admin,15088,12847,11418,1026067,9466
05/06/2021,18,MD,1160,5006410,38949,275,3000095,16264,Report,1160,38949,2941,2188349,23603
05/06/2021,18,GU,75,134208,790,62,77753,303,Report,75,790,56,56991,511
05/06/2021,18,MP,405,42045,331,127,22862,130,Report,405,331,278,19224,201
05/06/2021,18,NV,20254,2270040,18316,6198,1306650,6524,Admin,20254,18317,13646,1004645,12018
05/06/2021,18,MN,54461,4827271,37624,19356,2813032,13970,Admin,54461,37625,37053,2205999,24890
05/06/2021,18,AK,1539,595680,1632,846,323793,740,Admin,1539,1633,911,281816,964
05/06/2021,18,DC,5227,631309,5092,1926,391683,2536,Report,5227,5092,3152,227589,3035
05/06/2021,18,VA,65427,7390167,62875,21692,4297695,23062,Admin,65427,62875,46324,3239409,42111
05/06/2021,18,WV,10599,1270359,5890,4979,703691,2708,Admin,10599,5890,6354,589504,3476
05/06/2021,18,TN,35255,4694010,32231,10777,2617836,9496,Admin,35255,32231,25460,2131269,23228
05/06/2021,18,US,2406932,251973752,2087608,899374,149462265,809814,Report,2406932,2087608,1580094,108926627,1322526
05/06/2021,18,NM,16372,1877127,14690,4738,1080006,4786,Report,16372,14690,12008,835272,10069
05/06/2021,18,WY,241,363390,1427,65,204347,429,Report,241,1427,225,165555,983
05/06/2021,18,SC,25968,3569073,23084,8679,2008765,7682,Admin,25968,23084,18235,1627246,16268
05/06/2021,18,MI,75925,7871687,60269,19500,4419606,18428,Admin,75925,60269,57427,3579008,42969
05/06/2021,18,WV,8111,1197152,5263,2605,651361,1333,Report,8111,5263,5866,561952,3964
05/06/2021,18,MA,74772,6918025,73835,25990,4188864,30491,Admin,74772,73835,50831,2930990,45162
05/06/2021,18,RI,7365,1007553,8023,2949,597725,2709,Admin,7365,8024,4698,446725,5452
05/06/2021,18,KY,27283,3240967,18665,9314,1851835,6720,Report,27283,18665,18746,1487289,12440
05/06/2021,18,WA,62881,6162034,59266,26734,3683243,28255,Report,62881,59266,37848,2635610,32252
05/06/2021,18,VA,96661,7043683,71861,36526,4146530,26687,Report,96661,71861,58429,3048290,44148
05/06/2021,18,LA,16867,2969231,13599,6002,1633247,5193,Admin,16867,13600,11309,1422753,8773
05/06/2021,18,MH,0,27154,91,0,14789,40,Report,0,91,-2,12334,50
05/06/2021,18,AR,14991,1860521,12634,5403,1090721,3844,Report,14991,12634,9850,813144,8318
05/06/2021,18,MP,303,42389,322,144,23017,132,Admin,303,323,159,19396,191
05/06/2021,18,GU,1108,148851,1049,390,82430,368,Admin,1108,1049,748,66989,729
05/06/2021,18,MD,59923,5380924,50671,18745,3152172,18742,Admin,59923,50671,42572,2396828,33156
05/06/2021,18,TX,187162,21004603,164286,60593,12225813,56949,Admin,187162,164287,133715,9461470,113143
05/06/2021,18,WY,2475,380205,1701,770,211609,583,Admin,2475,1701,1831,177991,1202
05/06/2021,18,TN,53648,4204260,33637,14568,2447110,10611,Report,53648,33637,38189,1802156,22523
05/06/2021,18,IN,48987,4360742,38753,16094,2515641,13692,Report,48987,38753,32451,1940977,24818
05/06/2021,18,FM,294,37050,246,102,21570,122,Admin,294,246,232,15619,156
05/06/2021,18,OK,13543,2885831,11846,4725,1619868,4179,Admin,13543,11846,9531,1328924,8244
05/06/2021,18,PA,113262,11481427,93175,42079,6994352,39053,Admin,113262,93175,76082,4828491,59185
05/06/2021,18,VT,7005,667409,7125,3673,405851,3979,Admin,7005,7125,4025,289251,3686
05/06/2021,18,UT,22951,2328991,17759,7346,1376206,6393,Admin,22951,17759,16561,1043944,12050
05/06/2021,18,RI,6450,957795,8407,2686,577353,3149,Report,6450,8407,3956,415637,5330
05/06/2021,18,NY,199025,16552492,163113,68981,9621492,59741,Report,199025,163113,133917,7324286,106430
05/06/2021,18,CT,37345,3398443,30557,11932,2015649,10956,Report,37345,30557,26464,1493571,20385
05/06/2021,18,AL,25733,2864403,20714,10334,1669724,8042,Admin,25733,20714,16422,1272450,13286
05/06/2021,18,OH,67308,8690074,62012,20919,4885858,19731,Report,67308,62012,47298,3990903,42356
05/06/2021,18,NV,23980,2146595,17085,8699,1267751,5970,Report,23980,17085,16326,922995,11598
05/06/2021,18,RP,156,20616,65,156,12865,65,Admin,156,65,106,9038,38
05/06/2021,18,CA,326414,31997303,291408,126883,19924828,122506,Report,326414,291408,208849,13017480,174398
05/06/2021,18,MO,33576,4152250,29289,9944,2407965,9036,Report,33576,29289,23903,1796371,20184
05/06/2021,18,MH,74,29774,116,20,16228,68,Admin,74,116,54,13588,57
05/06/2021,18,MN,41564,4576900,40487,16090,2714202,16410,Report,41564,40487,27085,2064938,24866
05/06/2021,18,IA,22071,2495695,20641,6867,1421887,5673,Report,22071,20641,15684,1153092,15274
05/06/2021,18,HI,414,1264550,7909,143,761986,4181,Report,414,7909,431,524415,3954
05/06/2021,18,VT,6207,606172,7159,3721,374552,4124,Report,6207,7159,2979,253677,3482
05/06/2021,18,AZ,39228,5692799,34694,13298,3277070,12395,Admin,39228,34694,27725,2533279,23721
05/05/2021,18,WY,2519,377730,1762,851,210839,603,Admin,2519,1762,1811,176160,1238
05/05/2021,18,KY,17123,3213684,18396,5292,1842521,6638,Report,17123,18396,12200,1468543,12157
05/05/2021,18,WI,19367,4786435,36090,5968,2724334,11121,Report,19367,36090,13758,2151497,24800
05/05/2021,18,IA,22705,2563756,19522,5926,1445429,5091,Admin,22705,19523,17660,1197649,14985
05/05/2021,18,CA,347245,34244024,301054,113124,20957485,114179,Admin,347245,301054,243119,14252425,194250
05/05/2021,18,DC,7223,714166,6865,1954,424860,2293,Admin,7223,6865,5311,304160,4653
05/05/2021,18,HI,10418,1388996,8801,3847,836425,3869,Admin,10418,8801,6789,577073,5060
05/05/2021,18,US,1797771,249566820,2132487,668220,148562891,838558,Report,1797771,2132487,1177945,107346533,1328873
05/05/2021,18,MA,76310,6843253,78139,31448,4162874,34286,Admin,76310,78139,46975,2880159,45683
05/05/2021,18,RI,9592,1000188,8509,2840,594776,2867,Admin,9592,8509,6882,442027,5747
05/05/2021,18,HI,4368,1264136,9875,2775,761843,5339,Report,4368,9875,1828,523984,4823
05/05/2021,18,MI,48336,7373940,60828,16866,4243614,21426,Report,48336,60828,33138,3359000,40877
05/05/2021,18,AK,1461,594141,1675,607,322947,723,Admin,1461,1676,931,280905,1006
05/05/2021,18,GU,1022,147743,1056,348,82040,357,Admin,1022,1056,723,66241,747
05/05/2021,18,MT,2998,777944,5197,1004,441439,1794,Report,2998,5197,2125,355672,3494
05/05/2021,18,SD,4098,730275,3664,895,401763,885,Admin,4098,3665,3336,347717,2947
05/05/2021,18,ID,5698,1108625,7094,3336,615220,2454,Report,5698,7094,2477,503359,4721
05/05/2021,18,IN,33869,4311755,38595,11453,2499547,13763,Report,33869,38595,21823,1908526,24737
05/05/2021,18,GA,46812,6550721,59384,15536,3800369,17484,Report,46812,59384,31568,2761702,41539
05/05/2021,18,NV,11563,2122615,16788,3647,1259052,5971,Report,11563,16788,8075,906669,11187
05/05/2021,18,SC,27294,3543105,24028,9152,2000086,7893,Admin,27294,24028,19303,1609011,16944
05/05/2021,18,VA,75676,7324740,66984,25705,4276003,25309,Admin,75676,66984,52776,3193085,43827
05/05/2021,18,NY,174958,16353467,170210,61261,9552511,65079,Report,174958,170210,117617,7190369,107845
05/05/2021,18,MS,9283,1764689,8524,3069,976420,2777,Admin,9283,8524,6359,831861,5873
05/05/2021,18,MS,8692,1625364,8625,3510,939067,3442,Report,8692,8625,5238,728948,5290
05/05/2021,18,ND,4546,577553,1970,1193,319473,667,Admin,4546,1971,3484,273194,1366
05/05/2021,18,RP,0,20460,69,0,12709,69,Admin,0,69,0,8932,49
05/05/2021,18,KS,10746,2070420,12852,3467,1201799,3882,Report,10746,12852,7741,959289,9896
05/05/2021,18,AS,143,39268,209,97,21866,102,Report,143,209,46,17399,107
05/05/2021,18,NH,2388,1159614,3534,1516,816434,2711,Report,2388,3534,1177,411500,1313
05/05/2021,18,ME,9507,1234253,11940,4320,746829,5043,Report,9507,11940,6828,564407,7737
05/05/2021,18,NE,7273,1470513,10154,2761,842099,2499,Report,7273,10154,4591,671170,7792
05/05/2021,18,VT,4596,599965,7269,3042,370831,4233,Report,4596,7269,1889,250698,3414
05/05/2021,18,MT,6201,830159,4862,1666,459731,1344,Admin,6201,4862,4989,388390,3762
05/05/2021,18,MN,50762,4772810,39235,17020,2793676,14495,Admin,50762,39235,35482,2168946,25834
05/05/2021,18,UT,24370,2225385,18897,9037,1309450,7867,Report,24370,18897,15792,815952,11274
05/05/2021,18,ND,1504,569428,2165,671,317422,750,Report,1504,2165,809,254181,1345
05/05/2021,18,AR,11078,1845530,13162,3682,1085318,4048,Report,11078,13162,7502,803294,8610
05/05/2021,18,KY,24486,3389379,19506,7523,1907633,6480,Admin,24486,19507,18098,1578073,13653
05/05/2021,18,WI,44888,5033326,36519,11920,2789492,10475,Admin,44888,36520,34692,2324013,26951
05/05/2021,18,LA,16941,2952364,14498,6605,1627245,5380,Admin,16941,14498,10936,1411444,9459
05/05/2021,18,US,2503229,267327656,2201452,824952,155819767,793942,Admin,2503229,2201452,1760915,117786497,1472630
05/05/2021,18,AZ,36640,5653571,35893,13091,3263772,12908,Admin,36640,35893,25202,2505554,24332
05/05/2021,18,AK,1536,564720,3064,796,311734,1176,Report,1536,3064,811,264565,1981
05/05/2021,18,FM,286,35949,399,191,21139,191,Report,286,399,147,14976,239
05/05/2021,18,MP,365,41640,335,92,22735,136,Report,365,335,273,18946,200
05/05/2021,18,MN,25977,4535336,41007,10177,2698112,17102,Report,25977,41007,16406,2037853,24496
05/05/2021,18,MD,59449,5321001,52065,21184,3133427,20262,Admin,59449,52066,39848,2354256,32978
05/05/2021,18,NM,16365,2011162,12780,4921,1135902,3838,Admin,16365,12780,11867,906758,9138
05/05/2021,18,NE,14211,1593848,12273,3305,887530,2914,Admin,14211,12274,11200,742535,9526
05/05/2021,18,MO,22616,4118674,30275,6596,2398021,9678,Report,22616,30275,16241,1772468,20413
05/05/2021,18,NJ,77803,7726254,73097,25695,4538341,25819,Admin,77803,73097,55820,3445602,49872
05/05/2021,18,TX,169643,19519836,160608,54868,11635247,57156,Report,169643,160608,117466,8247643,105088
05/05/2021,18,OK,13424,2872288,12727,5006,1615143,4441,Admin,13424,12728,9119,1319393,8850
05/05/2021,18,LTC,2485,7802739,1511,1586,4606685,1043,Admin,2485,1511,1019,3147656,549
05/05/2021,18,TN,36676,4658755,33868,11447,2607059,9630,Admin,36676,33868,26258,2105809,24624
05/05/2021,18,OH,45123,8622766,62626,17071,4864939,19706,Report,45123,62626,27923,3943605,42716
05/05/2021,18,TN,34183,4150612,32179,9796,2432542,10457,Report,34183,32179,23511,1763967,21167
05/05/2021,18,NM,8733,1860755,14418,3498,1075268,4894,Report,8733,14418,5546,823264,9639
05/05/2021,18,UT,20182,2306040,18114,7402,1368860,6885,Admin,20182,18114,13838,1027383,11895
05/05/2021,18,IL,43906,9748918,74547,18617,5965406,34391,Report,43906,74547,27480,4025554,42439
05/05/2021,18,CO,49944,4938130,49058,14167,2859488,14010,Admin,49944,49058,37172,2184223,35835
05/05/2021,18,VI,401,65665,392,170,36898,150,Admin,401,393,233,29087,247
05/05/2021,18,IL,96978,10508700,80531,36346,6267445,32182,Admin,96978,80531,62135,4394371,49816
05/05/2021,18,WY,1950,363149,2038,539,204282,598,Report,1950,2038,1333,165330,1380
05/05/2021,18,DC,4933,626082,5376,1881,389757,2813,Report,4933,5376,3550,224437,3107
05/05/2021,18,NV,21931,2249786,18895,7889,1300452,6842,Admin,21931,18896,14759,990999,12332
05/05/2021,18,WA,72359,6536247,62239,31571,3859808,29182,Admin,72359,62239,43687,2818362,34803
05/05/2021,18,ME,16459,1299138,12293,4163,771145,4130,Admin,16459,12293,13826,602384,9189
05/05/2021,18,OR,29010,3207617,34623,10622,1931373,16863,Report,29010,34623,19117,1373067,18621
05/05/2021,18,VA,58237,6947022,69901,21654,4110004,26258,Report,58237,69901,37238,2989861,42824
05/05/2021,18,AZ,22668,5216530,33654,9611,3080394,13403,Report,22668,33654,13348,2196443,20622
05/05/2021,18,MH,0,27154,155,0,14789,66,Report,0,155,0,12336,88
05/05/2021,18,KS,15766,2237957,14063,4404,1269712,4154,Admin,15766,14064,11874,1014649,10453
05/05/2021,18,NY,157952,17456313,154237,50287,9899254,52146,Admin,157952,154238,113275,7775220,105608
05/05/2021,18,DE,7138,846436,7288,2529,497202,2573,Admin,7138,7288,4709,380285,4984
05/05/2021,18,OH,70432,9074774,60119,18382,5025503,17519,Admin,70432,60119,53546,4270320,44010
05/05/2021,18,WV,301,1189041,5806,97,648756,1297,Report,301,5806,402,556086,4398
05/05/2021,18,VI,0,63661,389,0,36012,155,Report,0,389,5,27213,238
05/05/2021,18,NJ,82241,7600716,66766,31591,4549541,25718,Report,82241,66766,54466,3409035,44185
05/05/2021,18,AL,26252,2670926,20444,8711,1571879,7006,Report,26252,20444,19271,1199064,14320
05/05/2021,18,MA,57005,6495919,70761,22994,3999663,32937,Report,57005,70761,35201,2691166,38906
05/05/2021,18,RI,3899,951345,8323,1953,574667,3087,Report,3899,8323,2257,411681,5288
05/05/2021,18,FL,115873,15721876,124384,46042,9328209,52545,Report,115873,124384,71794,6553069,74210
05/05/2021,18,VT,9298,660404,7534,5037,402178,4275,Admin,9298,7535,4742,285226,3783
05/05/2021,18,PA,107139,11368165,96241,42476,6952273,42181,Admin,107139,96242,70359,4752409,59061
05/05/2021,18,FM,304,36756,251,125,21468,143,Admin,304,251,213,15387,143
05/05/2021,18,RP,48,20458,108,48,12707,108,Report,48,108,49,9010,89
05/05/2021,18,DE,6327,793383,7694,2663,478070,2775,Report,6327,7694,4705,338706,4949
05/05/2021,18,MD,58967,5005250,47513,21784,2999820,20099,Report,58967,47513,37993,2185408,28236
05/05/2021,18,AS,373,40155,135,93,22276,56,Admin,373,135,280,17799,79
05/05/2021,18,PR,41282,2894357,29096,15554,1752916,12564,Admin,41282,29096,26568,1226603,16936
05/05/2021,18,GA,66836,7040033,60764,21293,3975312,19472,Admin,66836,60765,46505,3065417,42141
05/05/2021,18,PR,32360,2006360,27318,18320,1246545,15615,Report,32360,27318,14898,833599,12597
05/05/2021,18,MP,404,42086,331,127,22873,130,Admin,404,331,277,19237,201
05/05/2021,18,PA,92980,10531067,104409,41420,6523917,49858,Report,92980,104409,55544,4363781,58176
05/05/2021,18,SC,12201,3329233,20895,4900,1922480,7226,Report,12201,20895,7878,1469399,14309
05/05/2021,18,LA,463,2733787,6764,158,1540283,2363,Report,463,6764,369,1252525,4410
05/05/2021,18,FL,175047,16929332,147213,52282,9774712,52247,Admin,175047,147214,128759,7370543,102375
05/05/2021,18,MI,81743,7795762,62743,22435,4400106,19785,Admin,81743,62743,60878,3521581,44042
05/05/2021,18,AL,25487,2838670,21628,9977,1659390,8225,Admin,25487,21629,16020,1256028,13979
05/05/2021,18,TX,195420,20817441,172318,60014,12165220,60590,Admin,195420,172318,142246,9327755,117270
05/05/2021,18,ID,7510,1163904,7336,2278,634908,2354,Admin,7510,7336,5552,534533,5242
05/05/2021,18,CO,47661,4649806,46552,17064,2745924,14312,Report,47661,46552,31080,2003556,30165
05/05/2021,18,CT,34464,3528592,33213,8745,2062356,10560,Admin,34464,33213,26927,1574630,23515
05/05/2021,18,MH,80,29700,118,21,16208,68,Admin,80,118,58,13534,59
05/05/2021,18,NH,14208,1221606,14093,4918,733007,5227,Admin,14208,14093,9810,520666,9196
05/05/2021,18,CT,25024,3361098,30584,6769,2003717,11354,Report,25024,30584,19331,1467107,19969
05/05/2021,18,WA,42903,6099153,61576,19028,3656509,30286,Report,42903,61576,24690,2597762,32298
05/05/2021,18,LTC,1332,7804017,1600,964,4873389,1168,Report,1332,1600,0,0,0
05/05/2021,18,NC,55964,7833001,51917,16424,4502767,16230,Admin,55964,51917,41480,3589704,37482
05/05/2021,18,NC,39074,7266480,62485,10372,4218494,17368,Report,39074,62485,29837,3242640,45628
05/05/2021,18,GU,115,134133,1114,60,77691,429,Report,115,1114,73,56935,704
05/05/2021,18,WV,7700,1259760,6257,3868,698712,2435,Admin,7700,6258,4354,583150,4026
05/05/2021,18,IA,12034,2473624,21991,3521,1415020,6241,Report,12034,21991,8740,1137408,15991
05/05/2021,18,SD,2346,716196,4449,641,397683,951,Report,2346,4449,1818,338709,3673
05/05/2021,18,IN,48266,4728990,41701,13329,2655032,12192,Admin,48266,41701,35495,2143749,30468
05/05/2021,18,MO,34903,4379577,28867,9080,2482650,7847,Admin,34903,28867,27020,1999928,21946
05/05/2021,18,CA,201952,31670889,290114,73777,19797945,124521,Report,201952,290114,132458,12808631,170063
05/05/2021,18,AR,12288,1968156,10969,4009,1141239,3598,Admin,12288,10969,8497,869672,7570
05/05/2021,18,OR,41586,3463671,38165,16420,2057718,16927,Admin,41586,38166,27009,1498393,22487
05/05/2021,18,OK,13279,2736824,12426,4714,1568156,4288,Report,13279,12426,9217,1209200,8435
05/04/2021,18,US,2478527,264824427,2277523,832226,154994815,842151,Admin,2478527,2277524,1729857,116025582,1495163
05/04/2021,18,OH,14488,8577643,65358,5572,4847868,20231,Report,14488,65358,8691,3915682,44812
05/04/2021,18,OK,14048,2858864,13308,4647,1610137,4573,Admin,14048,13308,10080,1310274,9285
05/04/2021,18,CT,35242,3494128,33871,9906,2053611,11638,Admin,35242,33871,26414,1547703,23034
05/04/2021,18,DC,963,621149,5734,474,387876,3193,Report,963,5734,1011,220887,3048
05/04/2021,18,GU,1346,146721,1105,492,81692,356,Admin,1346,1106,899,65518,796
05/04/2021,18,PA,110950,11261026,100123,45267,6909797,44988,Admin,110950,100124,73027,4682050,59832
05/04/2021,18,WY,2654,361199,1786,965,203743,529,Report,2654,1786,1641,163997,1213
05/04/2021,18,ND,364,567924,2165,161,316751,753,Report,364,2165,198,253372,1340
05/04/2021,18,MO,31671,4344674,29636,8708,2473570,8129,Admin,31671,29637,24025,1972908,22375
05/04/2021,18,IN,50214,4680724,43293,14292,2641703,12782,Admin,50214,43294,36825,2108254,31587
05/04/2021,18,NE,0,1463240,11790,0,839338,2931,Report,0,11790,96,666579,8952
05/04/2021,18,AK,2632,592680,1763,1203,322340,755,Admin,2632,1764,1613,279974,1069
05/04/2021,18,FL,39599,15606003,129632,22090,9282167,55230,Report,39599,129632,20130,6481275,76429
05/04/2021,18,VT,5704,595369,7356,3248,367789,4251,Report,5704,7356,3312,248809,3428
05/04/2021,18,CO,51493,4888186,49394,15526,2845321,14647,Admin,51493,49395,37315,2147051,35367
05/04/2021,18,MS,24675,1616672,8750,9648,935557,3424,Report,24675,8750,15144,723710,5431
05/04/2021,18,AS,382,39125,188,172,21769,88,Report,382,188,211,17353,100
05/04/2021,18,WV,6541,1252060,6774,3488,694844,2284,Admin,6541,6775,3378,578796,4622
05/04/2021,18,HI,5104,1378578,9316,2404,832578,4262,Admin,5104,9316,2894,570284,5159
05/04/2021,18,IA,19578,2541051,20558,5094,1439503,5422,Admin,19578,20558,15457,1179989,15642
05/04/2021,18,KS,15673,2222191,14709,4730,1265308,4286,Admin,15673,14710,11611,1002775,10947
